id	text_a	text_b	label
4194b439-b85e-4c07-8997-9c9c119e9309	Jane gave Joan candy cause she was hungry.	Jane	1
1f4a3a4a-ffee-426d-9b8a-c52b335e8705	Jane gave Joan candy cause she was hungry.	she	0
53395840-a62a-4fd8-b760-966b531825ef	I tried to paint a picture of an orchard, wit lemons in the lemon trees, but they came out lookin more like light bulbs.	lemmons	0
e8cb8b25-7eac-4cbd-9182-c10ee9a2a386	I tried to paint a picture of an orchard, wit lemons in the lemon trees, but they came out lookin more like light bulbs.	dey	1
16adaee8-0993-4fa6-9b57-1332f26b7df5	Alice was dustin the living room and tryna find the button that Mama had hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	Madea	1
aeb46507-e6c0-4e3b-a86a-4335a67580fb	Alice was dustin the living room and tryna find the button that Mama had hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	her	0
4382107b-eee3-4eb9-b907-c1e346d993c2	Larry, a shy teen, stay wit his single mama in a Brooklyn housing project. Larrys pops, a gang leader, got shot to death; his pops follower, Antonio, take Larry under his wing, and quick turn him into a drug runner.	Antonio	0
f02c7fad-fb3a-4bba-bf60-1a7640953cb5	Larry, a shy teen, stay wit his single mama in a Brooklyn housing project. Larrys pops, a gang leader, got shot to death; his pops follower, Antonio, take Larry under his wing, and quick turn him into a drug runner.	his	1
d7e728eb-a3f0-458b-82e5-5b013ac7c431	Alice was dustin the living room and tryna find the button that Mama had hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	chair	1
0350f727-1719-4d53-9037-8fc24469cbb5	Alice was dustin the living room and tryna find the button that Mama had hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	it	0
ca24804d-1a67-4325-8a9a-4a113d932bda	Larry, a shy teen, stay with his mama who a widow, in a Brooklyn housing project. Larrys daddy, who ran a gang, got shot dead; his daddys follower, Antonio, scoop up Larry, and fast turn him into a drug runner.	Larry	1
688cef79-e357-4baf-859f-74807ed1243b	Larry, a shy teen, stay with his mama who a widow, in a Brooklyn housing project. Larrys daddy, who ran a gang, got shot dead; his daddys follower, Antonio, scoop up Larry, and fast turn him into a drug runner.	his	0
0d117cad-0929-4830-8d18-859d7a82e9aa	Alice was dustin the living room and tryna find the button that Mama had hid. Aint no time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	front room	1
12f9cafb-7bdb-4c30-bd10-25792d40f8bd	Alice was dustin the living room and tryna find the button that Mama had hid. Aint no time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	it	0
7bc1515e-a2ab-4281-be9a-5bf399a26bed	Mr. Moncrieff went to Chesters fancy New York apartment, thinkin it was his son Edwards. Turn out, Mr. Moncrieff done decided to cut off Edwards allowance, sayin he dont need his money help no more.	Edward	0
f6ad8017-95e9-47dc-a6c6-55a3e97c18df	Mr. Moncrieff went to Chesters fancy New York apartment, thinkin it was his son Edwards. Turn out, Mr. Moncrieff done decided to cut off Edwards allowance, sayin he dont need his money help no more.	he	1
ca7b24c1-f86a-4d2c-92b0-14cd4ac9f02c	Fred was watchin TV while George went out to cop some groceries. After an hour he got back.	Fred	1
7d458d3c-e1f1-4939-81d6-62de0e4e4caf	Fred was watchin TV while George went out to cop some groceries. After an hour he got back.	he	0
f6b0d4e7-7755-4bb2-ac80-2482ca1b0cf8	Jane gave Joan candy cause she wasnt hungry.	Joan	1
93de2818-154a-4e3b-8424-9ecadac0b35d	Jane gave Joan candy cause she wasnt hungry.	she	0
8ec86569-7c31-42ec-84e1-498a27846dcb	Larry, a shy teen, stay wit his widowed mama in a Brooklyn housing project. Larrys daddy, a gang leader, got shot to death; his daddys follower, Antonio, take Larry under his wing, and quick turn him into a drug runner.	Larry daddy	1
6347c336-2935-47d6-89db-4523f84cc9aa	Larry, a shy teen, stay wit his widowed mama in a Brooklyn housing project. Larrys daddy, a gang leader, got shot to death; his daddys follower, Antonio, take Larry under his wing, and quick turn him into a drug runner.	his	0
99c20f1f-ee4f-4c9d-bc0d-d6470931c29b	Babar real happy wit his buys, feelin’ all fancy, he head to the photographer to get his picture took.	the photographer	1
1d30fad7-8f7d-4792-8193-135b21e0238e	Babar real happy wit his buys, feelin’ all fancy, he head to the photographer to get his picture took.	his	0
0b91f726-d5ba-455c-bb35-fbb1ad9cdaa1	Mr. Moncrieff checked out Chesters fancy New York apartment, thinking it was his son Edwards. So, Mr. Moncrieff decided to cut off Edwards allowance cause he figured he aint need his money no more.	Edward	1
853afb9e-6b7e-4551-a9b1-b0b2e9ada19b	Mr. Moncrieff checked out Chesters fancy New York apartment, thinking it was his son Edwards. So, Mr. Moncrieff decided to cut off Edwards allowance cause he figured he aint need his money no more.	his	0
d74770aa-cff8-4aad-8378-927f50d8b0b7	Errybody really loved them oatmeal cookies; only a few folks liked the chocolate chip cookies. Next time, we should make more of em.	Dem oatmeal cookies	0
064489d7-76e7-4d66-9a8f-6742e607bbfe	Errybody really loved them oatmeal cookies; only a few folks liked the chocolate chip cookies. Next time, we should make more of em.	dem	1
2d95999a-ac85-4cef-935a-4622fd491374	Da stable was real roomy, wit four good stalls; a big swingin window opened into da yard, which made it pleasant and airy.	stable	0
c2081180-afce-4a20-ad6d-db4cdf51d624	Da stable was real roomy, wit four good stalls; a big swingin window opened into da yard, which made it pleasant and airy.	it	1
9eefe43c-1321-4149-a0ae-516e6df7c86e	Papa looked down at the kids faces, all confused and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	faces	1
2121298b-e417-4c0e-8e22-243e3a39dbc2	Papa looked down at the kids faces, all confused and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	they	0
e950f392-1f4e-4df5-943a-05bf26dbf81b	Papa looked down at the kids faces, all puzzled and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	faces	1
ff66a096-6f28-4fc5-9386-39c85eaf7335	Papa looked down at the kids faces, all puzzled and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	dem	0
89909944-6614-4985-8230-3c7f530fdf37	Mr. Moncrieff went to Chesters fancy New York apartment, thinking it was his son Edwards. Turned out, Mr. Moncrieff decided to cut off Edwards allowance, saying he dont need his money no more.	Chester	1
71385987-c53e-4216-8be3-75e73ab81757	Mr. Moncrieff went to Chesters fancy New York apartment, thinking it was his son Edwards. Turned out, Mr. Moncrieff decided to cut off Edwards allowance, saying he dont need his money no more.	he	0
72805e92-2fb7-440f-843a-5f799e232cf0	Papa looked down at the kids faces, all confused and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	thangs	0
81ced918-32d6-43e0-a932-e142f69614f8	Papa looked down at the kids faces, all confused and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	dem	1
2a6b136b-3dc1-45de-864a-371e98cee619	Men had the right to keep they sons working for them till they was 21.	Men	1
4ed7a4ee-e387-4349-a7b6-81424c6d0dc0	Men had the right to keep they sons working for them till they was 21.	dey	0
c1b46167-f40d-4bfc-a464-281660e3e849	Da path to da lake was blocked, so we couldnt get to it.	Da path	1
ea83ec62-f17b-433e-9b60-854113dd4a7f	Da path to da lake was blocked, so we couldnt get to it.	it	0
a2793eec-1ed8-4f6c-bd5f-083ddb79cba9	Mr. Moncrieff swung by Chesters fancy New York apartment, thinkin it was his son Edwards. Ended up, Mr. Moncrieff bout to cut off Edwards allowance, sayin he dont need his money help no more.	Mr. Moncrieff	1
70a67b2e-0195-4501-8205-df399501ce4c	Mr. Moncrieff swung by Chesters fancy New York apartment, thinkin it was his son Edwards. Ended up, Mr. Moncrieff bout to cut off Edwards allowance, sayin he dont need his money help no more.	he	0
e69045c0-9f08-4de2-8a57-d2c4650ebed2	Fred was watchin TV while George went out to cop some groceries. After an hour he got up.	Fred	0
3768a735-9bcf-4237-a64a-d14572eb4da0	Fred was watchin TV while George went out to cop some groceries. After an hour he got up.	he	1
390712f1-17f5-46a5-acff-0c6cf2c56a1b	I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.	lemons	0
55fcdcd4-d29a-48f0-a49b-639ab7a383e4	I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.	dey	1
8353cb45-8d68-4ee1-8d25-98dbdbdce612	Jane gave Joan candy cause she was hungry.	Joan	0
0b714504-3d7a-44a8-a14b-d2cc9aecf51a	Jane gave Joan candy cause she was hungry.	she	1
31a92193-418a-4e95-bc41-f0e8ee06de00	Bernard, who aint tell the government official he was under 21 when he filed for a homestead claim, aint think he did anything dishonest. Still, anybody who knew he was 19 could take his claim away from him.	Bernard	0
5b8fc092-4a46-4113-8474-0dc7c72199e5	Bernard, who aint tell the government official he was under 21 when he filed for a homestead claim, aint think he did anything dishonest. Still, anybody who knew he was 19 could take his claim away from him.	he	1
b308e22c-b324-4148-984a-eed81408bbdc	Papa looked down at the kids faces, all confused and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	kids	1
8443913a-ff47-4492-a589-15854e379c8d	Papa looked down at the kids faces, all confused and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	dem	0
04a88c52-ea62-4171-8b32-458e6096820e	Pattin her back, the woman smiled at the girl.	Dat woman	1
27883917-c69a-4ec9-86a8-f1881909e340	Pattin her back, the woman smiled at the girl.	her	0
70b0e742-9ae0-4aba-bb60-501a499df2f1	Fred was watchin TV while George went out to get groceries. After an hour he got up.	George	1
1e429e84-5310-4a19-8add-e11ac3ddc343	Fred was watchin TV while George went out to get groceries. After an hour he got up.	he	0
4e276a53-59e2-4c86-8eaf-9337ef9325ee	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin what was goin down; over the hedge he jumped quick, and grabbin Dick by the arm, he hit him so hard he hollered from the pain and surprise.	Dick	1
ab4d1da9-8f7c-45cb-83aa-4d78131d3f87	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin what was goin down; over the hedge he jumped quick, and grabbin Dick by the arm, he hit him so hard he hollered from the pain and surprise.	he	0
8b21be04-2364-49a3-82c9-41565496ec2b	Jane gave Joan candy cuz she wasnt hungry.	Jane	0
ee1f1995-1725-406c-9b59-1228e91ec590	Jane gave Joan candy cuz she wasnt hungry.	she	1
3d9c2b55-64a7-4b45-9df7-b3f9f1bf5dbf	Alice was dustin the living room and tryna find the button Mama hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	button	1
a8fe5259-05b5-457c-9fd0-aac56a68947c	Alice was dustin the living room and tryna find the button Mama hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	it	0
6ae04346-17a3-4124-a50f-e9248f56e896	The storekeepers stayed in town to run they stores and lived in the rooms behind em.	stoes	0
c5d87d99-70af-4301-b1d5-11f6d57fc920	The storekeepers stayed in town to run they stores and lived in the rooms behind em.	em	1
1132bb65-9c84-4887-a43b-690da670b823	Bernard, who aint tell the government official he was under 21 when he filed for a homestead claim, aint think he did nothing dishonest. Still, anybody who knew he was 19 could take his claim away from him.	the govment official	1
f4f318b5-b92b-44ce-836f-674924e277b5	Bernard, who aint tell the government official he was under 21 when he filed for a homestead claim, aint think he did nothing dishonest. Still, anybody who knew he was 19 could take his claim away from him.	he	0
4a43b7b1-26c5-4a0b-bc4e-163452c11b05	Da big ball smashed right through da table cuz it was made of styrofoam.	Dat big ball	1
6697f7a3-4f3c-4c57-bcf5-000fed715659	Da big ball smashed right through da table cuz it was made of styrofoam.	it	0
a6e0bcc8-8894-4d5c-a1dd-cfac232c2d5f	Mr. Moncrieff went to Chesters fancy New York apartment, thinkin it was his son Edwards. Turn out, Mr. Moncrieff done decided to cut off Edwards allowance, sayin he dont need his money no more.	Chester	1
4881b23c-8c51-45b2-ba8d-e8b5363f0cbb	Mr. Moncrieff went to Chesters fancy New York apartment, thinkin it was his son Edwards. Turn out, Mr. Moncrieff done decided to cut off Edwards allowance, sayin he dont need his money no more.	his	0
3657f2c3-4612-4495-8d13-39f90c661a8e	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin everything goin down; over the hedge he hopped real quick, and grabbin Dick by the arm, he smacked him so hard he hollered from the pain and surprise.	the head	0
8753a3be-6f9c-4583-a4fc-bcc479b0cc67	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin everything goin down; over the hedge he hopped real quick, and grabbin Dick by the arm, he smacked him so hard he hollered from the pain and surprise.	he	1
8b0cb9cf-1f9e-4d30-a0ea-b6c91972d23d	One day Dick was messing with the colts, aint know the master was in the next field; but he was there, watching everything; over the hedge he jumped real quick, and grabbing Dick by the arm, he smacked him so hard he hollered from the pain and surprise.	da boss	1
a3905263-08c3-45e5-928b-6723f808a43e	One day Dick was messing with the colts, aint know the master was in the next field; but he was there, watching everything; over the hedge he jumped real quick, and grabbing Dick by the arm, he smacked him so hard he hollered from the pain and surprise.	he	0
0d276126-e7f8-45d2-8041-5582b0b6f619	Bernard, who aint tell the government official he was under 21 when he filed for a homestead claim, aint think he did nothin dishonest. Still, anybody who knew he was 19 could snatch his claim from him.	Bernard	0
366772c8-600b-4785-b478-2045bb53c3a8	Bernard, who aint tell the government official he was under 21 when he filed for a homestead claim, aint think he did nothin dishonest. Still, anybody who knew he was 19 could snatch his claim from him.	he	1
f39d1cab-28f0-4b94-bda6-2c7888d0f5e3	The stable was real roomy, wit four good stalls; a big swingin window opened into the yard, which made it pleasant and airy.	yard	1
47e16779-b651-4558-9b1b-088a14a693b7	The stable was real roomy, wit four good stalls; a big swingin window opened into the yard, which made it pleasant and airy.	it	0
6832e995-c4af-4dff-8479-14af8d344f58	Joe Joes uncle still be beatin him at tennis, even though he 30 years younger.	Joe uncle	1
1fbafd7c-7e7b-4328-85ae-a90bf5bf916a	Joe Joes uncle still be beatin him at tennis, even though he 30 years younger.	he	0
2ef81321-ebb2-4f5f-807c-f4cb2cf2cbfb	The stable was real roomy, wit four good stalls; a big swingin window opened into the yard, which made it pleasant and airy.	winda	1
f7d0b2bf-8176-4b2c-b308-d754592e9814	The stable was real roomy, wit four good stalls; a big swingin window opened into the yard, which made it pleasant and airy.	it	0
cd0e2c8f-84b9-4f97-8061-bf16b8d3105f	One day Dick was messin with the colts, aint even know the master was in the next field; but he was there, watchin everything; over the hedge he jumped real quick, grabbed Dick by the arm, hit him so hard he hollered from the pain and surprise.	de boss	0
c1724fdd-8a85-407e-bc4d-63149d5ceec6	One day Dick was messin with the colts, aint even know the master was in the next field; but he was there, watchin everything; over the hedge he jumped real quick, grabbed Dick by the arm, hit him so hard he hollered from the pain and surprise.	he	1
5aa9d665-6ad4-4802-aa7d-63c36f481c34	Alice was dustin the living room and tryna find the button that Mama had hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	Momma	1
c11c463a-35b7-4d14-9fe6-0587909a812f	Alice was dustin the living room and tryna find the button that Mama had hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	she	0
eae1482e-57b2-4beb-92a3-c5adf899a7a1	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin everything; over the hedge he jumped real quick, grabbed Dick by the arm, hit him so hard he hollered from the pain and surprise.	Dick	0
26a6e7b0-2250-4b0e-92d4-7db234d0cc73	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin everything; over the hedge he jumped real quick, grabbed Dick by the arm, hit him so hard he hollered from the pain and surprise.	him	1
9dccef84-6728-4d94-a290-35f262010b8f	Fred was watchin TV while George went out to cop some groceries. After an hour he came back.	George	0
be3417d1-c074-4638-a3ff-84328f49acbc	Fred was watchin TV while George went out to cop some groceries. After an hour he came back.	he	1
2b954e56-a004-4610-b3ea-c14a94843a86	Papa looked down at the kids faces, all confused and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	chirren	0
d284859a-bbdf-4eeb-bf74-f67cc2c3d992	Papa looked down at the kids faces, all confused and sad now. It was bad enough they had to miss out on so much cause he couldnt afford it.	dey	1
94710e57-2657-4240-a3b7-4de420838801	Joe Joe uncle still can beat him at tennis, even though he 30 years younger.	Joe	0
4507420f-e97b-4018-b9b7-cb36a939410f	Joe Joe uncle still can beat him at tennis, even though he 30 years younger.	he	1
de6958f4-d4b7-49a0-b959-ffb75a67479c	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin everything; over the hedge he jumped real quick, and grabbin Dick by the arm, he hit him so hard he hollered from the pain and surprise.	the boss	1
425dcfa5-e6f0-4032-913c-7f2cc492151b	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin everything; over the hedge he jumped real quick, and grabbin Dick by the arm, he hit him so hard he hollered from the pain and surprise.	him	0
53bb1f3f-3b60-4851-b290-2864274e0be1	Errybody really loved them oatmeal cookies; only a few folks liked them chocolate chip cookies. Next time, we should make less of em.	Dem oatmeal cookies	1
d2edd62e-d7de-4520-a8fb-761ad068be6d	Errybody really loved them oatmeal cookies; only a few folks liked them chocolate chip cookies. Next time, we should make less of em.	dem	0
2a26892f-927c-49f9-b0e3-660f047fbdac	While Nancy and Ellen was countin the silverware, Mrs. Smith hurried upstairs. In a few minutes she came back and one look at her upset face let the girls know that the precious map was gone.	Nancy	1
b75e3cf6-364e-4d76-8bb9-7eb85ab2a0d9	While Nancy and Ellen was countin the silverware, Mrs. Smith hurried upstairs. In a few minutes she came back and one look at her upset face let the girls know that the precious map was gone.	her	0
a0f56a0e-0e3e-4141-b9a4-f54ee728ea5e	The storekeepers stayed in town to run they stores and lived in the rooms behind em.	rooms	1
2dcc05b2-756c-4dbd-a87b-36706c8581a0	The storekeepers stayed in town to run they stores and lived in the rooms behind em.	dem	0
41f0f73d-f4c0-4a6d-b5d7-f62d0349cd26	Bernard, who aint tell the government official he was less than 21 when he filed for a homestead claim, ain’t think he did anything dishonest. Still, anyone who knew he was 19 could take his claim away from him.	the government official	1
5c06f479-cb39-407e-9cf9-781c2cebb88d	Bernard, who aint tell the government official he was less than 21 when he filed for a homestead claim, ain’t think he did anything dishonest. Still, anyone who knew he was 19 could take his claim away from him.	he	0
1982d7e5-216c-417b-a2b9-114f72947f41	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin what was goin down; over the hedge he jumped real quick, and grabbin Dick by the arm, he smacked him so hard he hollered from the pain and surprise.	Dick	1
c65dfb2a-3327-4898-8659-0fba1082744f	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin what was goin down; over the hedge he jumped real quick, and grabbin Dick by the arm, he smacked him so hard he hollered from the pain and surprise.	he	0
f5724c25-a1b2-4781-a34c-19f401f37317	Da path to da lake was blocked, so we couldnt reach it.	Da lake	0
182b6e0f-76cc-428b-aa44-8df350e412b1	Da path to da lake was blocked, so we couldnt reach it.	it	1
5137e290-178c-4345-b79a-10cda184ea63	Bernard, who aint tell the government official he was under 21 when he filed for a homestead claim, aint think he did anything dishonest. Still, anyone who knew he was 19 could take his claim away from him.	the government official	1
20c2b8fc-3904-4959-a07b-1ce3acb4cc8f	Bernard, who aint tell the government official he was under 21 when he filed for a homestead claim, aint think he did anything dishonest. Still, anyone who knew he was 19 could take his claim away from him.	him	0
705755a0-c925-4955-ac48-b32d3e367e13	Errybody really loved them oatmeal cookies; only a few folks liked the chocolate chip cookies. Next time, we should make more of em.	Dem chocolate chip cookies	1
fa78bc9d-e81f-420c-a923-4c5d5d3856c2	Errybody really loved them oatmeal cookies; only a few folks liked the chocolate chip cookies. Next time, we should make more of em.	dem	0
f3339d4e-7aa8-45d1-893b-8f8da43238b0	Alice was dustin the living room and tryna find the button that Mama had hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	album	0
06b34d5a-67a3-4817-9c3f-64402e97a59f	Alice was dustin the living room and tryna find the button that Mama had hid. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button, so she put the album on a chair without even opening it.	it	1
7307b0dc-51fb-47b3-8cd0-be61d3b7553a	Well happy wit his buys and feelin real fancy, Babar heads to the photographer to get his picture took.	the photographer	1
8f1a8222-7780-4517-bfc6-5023b47f1aba	Well happy wit his buys and feelin real fancy, Babar heads to the photographer to get his picture took.	his	0
e2fe2e1a-9e7c-4a79-910f-1a88182f5272	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin everything goin down; over the hedge he jumped real quick, and grabbin Dick by the arm, he smacked him so hard he hollered from the pain and surprise.	Dick	1
349a4e9d-6723-472e-827d-c5ee0601cadf	One day Dick was messin with the colts, aint know the master was in the next field; but he was there, watchin everything goin down; over the hedge he jumped real quick, and grabbin Dick by the arm, he smacked him so hard he hollered from the pain and surprise.	he	0
addac317-b3a5-45a8-96c3-bd09957d1b6f	Da customer walked into da bank and stabbed one of da tellers. He was immediately taken to da police station.	Da customer	0
a31b361e-6551-4435-9f8a-aa4a99795cb6	Da customer walked into da bank and stabbed one of da tellers. He was immediately taken to da police station.	He	1
5d4a7530-e0ea-44bb-8b0f-51a0aae4b46d	I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.	lemon trees	1
ddd0b5c4-cb93-48bd-9e80-cb463039e651	I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs.	dey	0
dac85a41-0f1c-484b-bc31-a7d527137a63	The storekeepers stayed in town to run their stores and lived in the rooms behind them.	store owners	1
61d4224f-cd74-40f7-b481-3b41a941a869	The storekeepers stayed in town to run their stores and lived in the rooms behind them.	dem	0
406db1ba-385d-4bef-b1d2-971cffce0bf3	Bill passed the half-empty plate to John cause he was hungry.	Bill	1
fabf5f39-8e1e-4c4e-a226-1717630a564d	Bill passed the half-empty plate to John cause he was hungry.	he	0
ef0b899e-b6a2-480b-9cfd-2652df67ab46	Arthur and Celeste mamas done come to town to fetch em. They real happy to have em back, but they still scold em cause they ran off.	mamas	1
e5b6324e-f999-4b3a-a11e-dbfb2748ea53	Arthur and Celeste mamas done come to town to fetch em. They real happy to have em back, but they still scold em cause they ran off.	dem	0
d93425dd-ebf8-415d-9ce9-10605f0a66f4	The pony was actin good, sir, ain’t show no bad ways; but then he just kicked up his heels and flipped the young man into the thorn hedge. He wanted me to help him out, but I hope youll excuse me, sir, I ain’t feel like doin it.	young man	0
ad8aa434-abff-4549-becf-b048eaa5c79f	The pony was actin good, sir, ain’t show no bad ways; but then he just kicked up his heels and flipped the young man into the thorn hedge. He wanted me to help him out, but I hope youll excuse me, sir, I ain’t feel like doin it.	He	1
8c54b81e-972d-49eb-9475-d1e36c2e2ab3	I poured water from the bottle into the cup till it was full.	the cup	0
61de2a48-e13f-445c-bbdc-b078b30e6095	I poured water from the bottle into the cup till it was full.	it	1
980180f0-c639-4ae1-a2b2-7cb106a07b03	Dan had to stop Bill from messin with that hurt bird. He real compassionate.	Dan	0
7cd6e968-e606-4269-a783-6680c68f77d5	Dan had to stop Bill from messin with that hurt bird. He real compassionate.	He	1
2630527b-1db6-4cce-9fb7-1fc8a85982c3	Sam Goodman biography on dat Spartan general Xenophanes show real good how tough things was when he was a kid.	Good bruh	1
c9d9554a-6fc0-475d-9543-bc031b22bdb6	Sam Goodman biography on dat Spartan general Xenophanes show real good how tough things was when he was a kid.	he	0
0af88350-5a67-4b4d-9a6a-e036e2bb3358	Pam folks came home and caught her gettin down with her man, Paul. They was heated bout it.	Pam parents	0
e5870afb-8047-4e2c-8372-1b91f2eb8781	Pam folks came home and caught her gettin down with her man, Paul. They was heated bout it.	Dem	1
4f858af1-c822-42d1-ba36-40016aec3688	Bob paid for Charlies college, but now Charlie actin like it aint never happen. He real hurt.	Bob	0
b6e9826f-10a0-470a-84f7-da3a78b88c5d	Bob paid for Charlies college, but now Charlie actin like it aint never happen. He real hurt.	He	1
b8319f9b-41c2-4ac7-b744-d36b34a8dd37	Billy cried cause Toby aint wanna share his toy.	Toby	0
56bb235c-897c-4c73-b9f6-3140839cb4ed	Billy cried cause Toby aint wanna share his toy.	his	1
1376bfa4-2b00-4be0-81bd-b0806ad04c86	Emma aint pass the ball to Janie even though she was open.	Janie	0
83c1e629-dc59-4d7e-997e-b1f876b0f485	Emma aint pass the ball to Janie even though she was open.	she	1
aa4cbd9b-678b-4d30-926a-0ac0760f84dc	Bob paid for Charlies college, but now Charlie actin like it aint even happen. He real ungrateful.	Bob	1
cc7182f0-01b9-4912-ac13-2592b2d2ab51	Bob paid for Charlies college, but now Charlie actin like it aint even happen. He real ungrateful.	He	0
654f64b7-7689-46b9-a9df-32fda9e96efc	The lawyer axed the witness a question, but he ain’t wanna answer it.	the lawyer	1
019dd51e-3608-4b3b-992d-8029e999a0f5	The lawyer axed the witness a question, but he ain’t wanna answer it.	he	0
492f0d00-43f2-4813-ba4d-d2587d7c69d6	Sam took French classes from Adam cuz he was eager to speak it fluently.	Sam	0
4e3e3612-32c3-4ca3-8207-c5936682f956	Sam took French classes from Adam cuz he was eager to speak it fluently.	he	1
878c70e4-ffbd-4497-8ca0-e3ab05537ac7	The city councilmen aint give the demonstrators no permit cause they was promotin violence.	Them protesters	0
6df99a6f-6c53-423d-8c52-1ade5f120f91	The city councilmen aint give the demonstrators no permit cause they was promotin violence.	they	1
fc702591-2b38-4f78-ae87-e576c129a77e	When Tommy dropped his ice cream, Timmy laughed, so daddy gave him a understanding look.	Timmy	1
59e6b2b8-7e3b-4ab1-8194-07a1ebae76b3	When Tommy dropped his ice cream, Timmy laughed, so daddy gave him a understanding look.	him	0
